Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 15:47:00' AND `Appointment`.`start_time` > '2025-01-06 15:17:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:52:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:23:00' AND `Appointment`.`start_time` > '2025-01-06 22:53:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:53:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:24:00' AND `Appointment`.`start_time` > '2025-01-06 22:54:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:54:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:25:00' AND `Appointment`.`start_time` > '2025-01-06 22:55:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:55:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:26:00' AND `Appointment`.`start_time` > '2025-01-06 22:56:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:56:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:27:00' AND `Appointment`.`start_time` > '2025-01-06 22:57:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:57:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:28:00' AND `Appointment`.`start_time` > '2025-01-06 22:58:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:58:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:29:00' AND `Appointment`.`start_time` > '2025-01-06 22:59:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 22:59:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:30:00' AND `Appointment`.`start_time` > '2025-01-06 23:00:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:00:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:31:00' AND `Appointment`.`start_time` > '2025-01-06 23:01:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:01:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:32:00' AND `Appointment`.`start_time` > '2025-01-06 23:02:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:02:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:33:00' AND `Appointment`.`start_time` > '2025-01-06 23:03:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:03:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:34:00' AND `Appointment`.`start_time` > '2025-01-06 23:04:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:04:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:35:00' AND `Appointment`.`start_time` > '2025-01-06 23:05:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:05:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:36:00' AND `Appointment`.`start_time` > '2025-01-06 23:06:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:06:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:37:00' AND `Appointment`.`start_time` > '2025-01-06 23:07:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:07:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:38:00' AND `Appointment`.`start_time` > '2025-01-06 23:08:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:08:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:39:00' AND `Appointment`.`start_time` > '2025-01-06 23:09:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:09:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:40:00' AND `Appointment`.`start_time` > '2025-01-06 23:10:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:10:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:41:00' AND `Appointment`.`start_time` > '2025-01-06 23:11:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:11:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:42:00' AND `Appointment`.`start_time` > '2025-01-06 23:12:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:12:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:43:00' AND `Appointment`.`start_time` > '2025-01-06 23:13:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:13:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:44:00' AND `Appointment`.`start_time` > '2025-01-06 23:14:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:14:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:45:00' AND `Appointment`.`start_time` > '2025-01-06 23:15:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:15:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:46:00' AND `Appointment`.`start_time` > '2025-01-06 23:16:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:16:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:47:00' AND `Appointment`.`start_time` > '2025-01-06 23:17:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:17:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:48:00' AND `Appointment`.`start_time` > '2025-01-06 23:18:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:18:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:49:00' AND `Appointment`.`start_time` > '2025-01-06 23:19:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:19:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:50:00' AND `Appointment`.`start_time` > '2025-01-06 23:20:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:20:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:51:00' AND `Appointment`.`start_time` > '2025-01-06 23:21:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:21:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:52:00' AND `Appointment`.`start_time` > '2025-01-06 23:22:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:22:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:53:00' AND `Appointment`.`start_time` > '2025-01-06 23:23:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:23:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:54:00' AND `Appointment`.`start_time` > '2025-01-06 23:24:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:24:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:55:00' AND `Appointment`.`start_time` > '2025-01-06 23:25:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:25:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:56:00' AND `Appointment`.`start_time` > '2025-01-06 23:26:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:26:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:57:00' AND `Appointment`.`start_time` > '2025-01-06 23:27:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:27:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:58:00' AND `Appointment`.`start_time` > '2025-01-06 23:28:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:28:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-06 23:59:00' AND `Appointment`.`start_time` > '2025-01-06 23:29:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:29:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:00:00' AND `Appointment`.`start_time` > '2025-01-06 23:30:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:30:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:01:00' AND `Appointment`.`start_time` > '2025-01-06 23:31:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:31:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:02:00' AND `Appointment`.`start_time` > '2025-01-06 23:32:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:32:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:03:00' AND `Appointment`.`start_time` > '2025-01-06 23:33:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:33:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:04:00' AND `Appointment`.`start_time` > '2025-01-06 23:34:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:34:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:05:00' AND `Appointment`.`start_time` > '2025-01-06 23:35:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:35:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:06:00' AND `Appointment`.`start_time` > '2025-01-06 23:36:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:36:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:07:00' AND `Appointment`.`start_time` > '2025-01-06 23:37:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:37:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:08:00' AND `Appointment`.`start_time` > '2025-01-06 23:38:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:38:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:09:00' AND `Appointment`.`start_time` > '2025-01-06 23:39:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:39:00';
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'planned' AND (`Appointment`.`start_time` <= '2025-01-07 00:10:00' AND `Appointment`.`start_time` > '2025-01-06 23:40:00');
Executing (default): SELECT `id`, `userId`, `start_time`, `end_time`, `state`, `location_data_retained`, `createdAt`, `updatedAt` FROM `Appointments` AS `Appointment` WHERE `Appointment`.`state` = 'tracking' AND `Appointment`.`end_time` <= '2025-01-06 23:40:00';
